路线编号,路线起点,路线终点,路线距离(m),起点行政区,终点行政区
14245,9336,9686,149.32,长春新区(高新),长春新区(高新)
14246,9686,9687,168.96,长春新区(高新),长春新区(高新)
14247,9687,7985,263.04,长春新区(高新),长春新区(高新)
14248,9686,7899,10.88,长春新区(高新),长春新区(高新)
14249,6436,9685,12.38,长春新区(高新),长春新区(高新)
14250,7899,6436,14.38,长春新区(高新),长春新区(高新)
14251,7900,6435,15.92,长春新区(高新),长春新区(高新)
14252,9687,7900,8.87,长春新区(高新),长春新区(高新)
14253,6435,9684,12.72,长春新区(高新),长春新区(高新)
14254,8173,9677,325.77,长春新区(高新),长春新区(高新)
14255,9677,8324,105.58,长春新区(高新),长春新区(高新)
14256,8161,8172,10.22,长春新区(高新),长春新区(高新)
14257,8330,8170,9.73,长春新区(高新),长春新区(高新)
14258,8171,8166,221.93,长春新区(高新),长春新区(高新)
14259,8166,8332,603.18,长春新区(高新),长春新区(高新)
14260,584,8331,404.7,长春新区(高新),长春新区(高新)
14261,8331,8315,246.78,长春新区(高新),长春新区(高新)
14262,9464,9479,574.27,汽开区,汽开区
14263,9479,6391,524.79,汽开区,汽开区
14264,9478,9482,88.97,汽开区,汽开区
14265,9482,9454,387.61,汽开区,汽开区
14266,6553,1361,276.6,朝阳区,汽开区
14267,9450,9688,81.39,汽开区,汽开区
14268,9688,9451,131.22,汽开区,汽开区
14269,9451,7594,128.58,汽开区,汽开区
14270,7594,7620,9.32,汽开区,汽开区
14271,7620,8128,1427.22,汽开区,绿园区
14272,8387,9689,61.57,长春新区(高新),长春新区(高新)
14273,9689,4101,123.14,长春新区(高新),长春新区(高新)
14274,9690,7080,132.46,长春新区(高新),长春新区(高新)
14275,6411,9690,67.07,长春新区(高新),长春新区(高新)
14276,3312,7240,177.81,汽开区,汽开区
14277,7240,3501,284.34,汽开区,汽开区
14278,3501,9140,44.43,汽开区,汽开区
14279,9140,3327,236.13,汽开区,汽开区
14280,3327,146,120.04,汽开区,汽开区
14281,9691,5980,317.32,长春新区(高新),长春新区(高新)
14282,5980,5730,198.61,长春新区(高新),长春新区(高新)
14283,7449,9691,75.95,长春新区(高新),长春新区(高新)
14284,5729,5979,198.62,长春新区(高新),长春新区(高新)
14285,5979,9692,316.94,长春新区(高新),长春新区(高新)
14286,9692,7450,72.3,长春新区(高新),长春新区(高新)
14287,9693,5974,78.72,长春新区(高新),长春新区(高新)
14288,592,7120,27.16,南关区,南关区
14289,7120,9693,534.56,南关区,长春新区(高新)
14290,9694,7121,543.48,长春新区(高新),南关区
14291,5716,9694,77.49,长春新区(高新),长春新区(高新)
14292,9489,8470,359.88,南关区,南关区
14293,9490,8471,100.23,南关区,南关区
14294,9695,7122,547.77,长春新区(高新),南关区
14295,5987,9695,80.38,长春新区(高新),长春新区(高新)
14296,9696,5978,424.58,长春新区(高新),长春新区(高新)
14297,5978,9697,394.8,长春新区(高新),长春新区(高新)
14298,9697,5981,80.07,长春新区(高新),长春新区(高新)
14299,9329,9696,86.22,长春新区(高新),长春新区(高新)
14300,3905,3894,107.15,朝阳区,朝阳区
14301,3894,6491,85.08,朝阳区,朝阳区
14302,6491,8213,8.89,朝阳区,朝阳区
14303,8213,8212,11.4,朝阳区,朝阳区
14304,8212,6537,8.49,朝阳区,朝阳区
14305,6537,3945,83.65,朝阳区,朝阳区
14306,3945,4354,21.17,朝阳区,朝阳区
14307,359,6565,8.63,朝阳区,朝阳区
14308,6565,6530,9.9,朝阳区,朝阳区
14309,6530,3905,159.76,朝阳区,朝阳区
14310,7271,326,157.31,长春新区(高新),长春新区(高新)
14311,9698,9545,226.35,南关区,南关区
14312,9699,9698,20.14,南关区,南关区
14313,9700,9699,14.09,南关区,南关区
14314,9701,1925,172.83,净月区,净月区
14315,1944,9701,29.36,净月区,净月区
14316,3272,9700,14.1,南关区,南关区
14317,2358,8100,611.39,二道区,二道区
14318,8100,2360,158.0,二道区,经开区
14319,2360,2343,120.75,经开区,经开区
14320,2343,2363,130.02,经开区,经开区
14321,2363,2346,132.98,经开区,经开区
14322,2346,26,139.28,经开区,经开区
14323,26,7255,27.91,经开区,经开区
14324,2464,8517,474.24,南关区,南关区
14325,8517,3119,38.44,南关区,南关区
14326,3119,6687,50.36,南关区,南关区
14327,6687,6524,320.14,南关区,南关区
14328,6524,7010,299.85,南关区,朝阳区
14329,7010,985,647.07,朝阳区,朝阳区
14330,985,6509,268.14,朝阳区,朝阳区
14331,6509,8121,8.28,朝阳区,朝阳区
14332,8121,4486,14.55,朝阳区,朝阳区
14333,4486,6785,112.86,朝阳区,朝阳区
14334,6785,4062,71.78,朝阳区,朝阳区
14335,4062,4050,188.68,朝阳区,朝阳区
14336,4050,926,180.39,朝阳区,朝阳区
14337,926,6549,9.53,朝阳区,朝阳区
14338,6549,4064,182.38,朝阳区,朝阳区
14339,4064,3802,199.51,朝阳区,朝阳区
14340,3802,485,174.0,朝阳区,朝阳区
14341,485,229,145.68,朝阳区,朝阳区
14342,2464,8298,8.87,南关区,南关区
14343,8298,6791,794.47,南关区,南关区
14344,6791,4087,808.32,南关区,南关区
14345,1556,1573,200.54,经开区,经开区
14346,1573,1598,213.99,经开区,经开区
14347,1598,1559,274.38,经开区,经开区
14348,1559,7371,306.31,经开区,经开区
14349,7371,1590,348.16,经开区,经开区
14350,9702,6447,656.4,经开区,经开区
14351,7409,9702,9.18,经开区,经开区
14352,9703,3997,711.07,经开区,经开区
14353,3997,1563,497.93,经开区,经开区
14354,9610,9703,9.16,经开区,经开区
14355,9704,9668,389.76,经开区,经开区
14356,6449,9704,10.55,经开区,经开区
14357,9122,7287,11.07,二道区,二道区
14358,7287,9705,540.3,二道区,二道区
14359,7533,1398,1079.47,宽城区,南关区
14360,1398,8125,286.22,南关区,南关区
14361,7533,7530,28.4,宽城区,宽城区
14362,9707,9706,251.64,二道区,二道区
14363,9706,2592,359.15,二道区,二道区
14364,2592,9121,475.33,二道区,二道区
14365,9121,7288,13.78,二道区,二道区
14366,7288,9705,364.11,二道区,二道区
14367,9705,2465,331.99,二道区,二道区
14368,2465,7632,182.5,二道区,二道区
14369,7632,9708,334.73,二道区,二道区
14370,9708,9709,29.01,二道区,二道区
14371,9709,2418,402.47,二道区,二道区
14372,2418,2358,396.69,二道区,二道区
14373,2358,2336,403.24,二道区,二道区
14374,2336,2448,217.37,二道区,二道区
14375,2448,2298,190.61,二道区,二道区
14376,2298,2369,91.63,二道区,二道区
14377,2369,2230,240.51,二道区,二道区
14378,2230,2255,15.97,二道区,二道区
14379,2255,2335,269.49,二道区,经开区
14380,2335,2329,195.28,经开区,经开区
14381,2329,1789,289.22,经开区,经开区
14382,1789,1764,376.92,经开区,经开区
14383,1764,7028,348.14,经开区,经开区
14384,7028,7025,15.35,经开区,经开区
14385,7025,2260,243.41,经开区,经开区
14386,2260,8237,256.23,经开区,经开区
14387,8237,2209,429.23,经开区,经开区
14388,2209,5566,312.61,经开区,经开区
14389,8215,9707,10.34,二道区,二道区
14390,8774,9449,144.24,汽开区,汽开区
14391,9710,8290,253.04,宽城区,宽城区
14392,9410,9710,9.79,宽城区,宽城区
14393,5107,8038,454.89,宽城区,宽城区
14394,8038,8043,389.02,宽城区,宽城区
14395,8043,5106,329.49,宽城区,宽城区
14396,5106,4316,50.57,宽城区,宽城区
14397,4316,8039,394.29,宽城区,宽城区
14398,8039,4326,295.88,宽城区,宽城区
14399,8038,5129,463.95,宽城区,宽城区
14400,5129,5033,17.7,宽城区,宽城区
14401,9711,4523,122.64,宽城区,宽城区
14402,4523,6215,228.82,宽城区,宽城区
14403,6215,8490,245.23,宽城区,宽城区
14404,8490,6201,198.72,宽城区,宽城区
14405,6201,9231,103.05,宽城区,宽城区
14406,9231,8310,16.19,宽城区,宽城区
14407,8310,7559,29.53,宽城区,宽城区
14408,7559,9234,16.45,宽城区,宽城区
14409,9234,7705,420.41,宽城区,宽城区
14410,7705,1340,411.03,宽城区,宽城区
14411,1340,8291,300.36,宽城区,宽城区
14412,8206,9711,6.52,宽城区,宽城区
14413,4883,8115,11.45,绿园区,绿园区
14414,8115,761,384.97,绿园区,绿园区
14415,8246,6429,117.05,绿园区,绿园区
14416,408,8435,55.11,汽开区,汽开区
14417,8435,8430,272.57,汽开区,汽开区
14418,8430,8437,130.2,汽开区,汽开区
14419,8437,9712,87.03,汽开区,汽开区
14420,7762,3026,394.04,汽开区,汽开区
14421,3026,9389,511.31,汽开区,汽开区
14422,9389,7760,193.35,汽开区,汽开区
14423,7762,3028,355.77,汽开区,汽开区
14424,3028,3020,68.25,汽开区,汽开区
14425,3020,3015,306.01,汽开区,汽开区
14426,3015,408,356.63,汽开区,汽开区
14427,4259,955,512.08,汽开区,汽开区
14428,955,912,199.3,汽开区,汽开区
14429,912,573,152.13,汽开区,汽开区
14430,2713,9713,406.41,汽开区,汽开区
14431,2713,651,562.31,汽开区,汽开区
14432,833,649,18.93,汽开区,汽开区
14433,649,9713,645.97,汽开区,汽开区
14434,9713,9714,36.37,汽开区,汽开区
14435,9714,831,422.67,汽开区,汽开区
14436,831,4259,292.09,汽开区,汽开区
14437,833,6470,382.43,汽开区,汽开区
14438,6470,8618,17.61,汽开区,汽开区
14439,8618,7933,327.39,汽开区,绿园区
14440,7933,7936,288.71,绿园区,绿园区
14441,7936,7938,155.41,绿园区,绿园区
14442,7938,6432,146.35,绿园区,绿园区
14443,6432,668,15.4,绿园区,绿园区
14444,668,194,15.54,绿园区,绿园区
14445,194,6426,14.34,绿园区,绿园区
14446,6426,711,683.61,绿园区,绿园区
14447,711,641,17.57,绿园区,绿园区
14448,7096,957,169.73,汽开区,汽开区
14449,957,2700,183.43,汽开区,汽开区
14450,2700,667,221.47,汽开区,汽开区
14451,667,833,502.65,汽开区,汽开区
14452,653,7096,19.29,汽开区,汽开区
14453,653,9715,103.95,汽开区,汽开区
14454,9715,3849,24.54,汽开区,汽开区
14455,3849,7906,276.17,汽开区,汽开区
14456,7906,8623,144.85,汽开区,汽开区
14457,3851,3833,162.31,汽开区,汽开区
14458,3833,8337,156.38,汽开区,汽开区
14459,8337,2717,130.19,汽开区,汽开区
14460,2717,9716,121.99,汽开区,汽开区
14461,9716,1274,106.48,汽开区,汽开区
14462,1274,3835,108.51,汽开区,汽开区
14463,3835,454,151.91,汽开区,汽开区
14464,454,3846,144.19,汽开区,汽开区
14465,3846,4213,298.65,汽开区,汽开区
14466,4213,3843,149.54,汽开区,汽开区
14467,3843,7747,60.77,汽开区,汽开区
14468,7747,3831,96.53,汽开区,汽开区
14469,3831,7748,39.09,汽开区,汽开区
14470,7748,7745,92.37,汽开区,汽开区
14471,7745,3837,43.02,汽开区,汽开区
14472,3837,7752,132.05,汽开区,汽开区
14473,7752,153,138.58,汽开区,汽开区
14474,3851,7905,275.36,汽开区,汽开区
14475,7905,8186,269.92,汽开区,汽开区
14476,8186,8616,19.1,汽开区,汽开区
14477,9717,7777,875.13,汽开区,绿园区
14478,7777,7599,191.65,绿园区,绿园区
14479,9712,9717,6.52,汽开区,汽开区
14480,1259,625,123.09,汽开区,汽开区
14481,2667,199,60.26,汽开区,汽开区
14482,199,2716,61.08,汽开区,汽开区
14483,2716,8336,131.94,汽开区,汽开区
14484,8336,3834,155.39,汽开区,汽开区
14485,3834,4022,161.68,汽开区,汽开区
14486,4022,2709,191.6,汽开区,汽开区
14487,2709,3844,181.45,汽开区,汽开区
14488,3844,7095,193.27,汽开区,汽开区
14489,7095,9715,24.9,汽开区,汽开区
14490,9715,2715,187.45,汽开区,汽开区
14491,2715,1371,281.64,汽开区,汽开区
14492,1371,2718,121.27,汽开区,汽开区
14493,2718,827,201.54,汽开区,汽开区
14494,827,2711,210.66,汽开区,汽开区
14495,2711,571,223.88,汽开区,汽开区
14496,571,610,340.34,汽开区,汽开区
14497,610,3842,231.16,汽开区,汽开区
14498,3842,103,213.09,汽开区,汽开区
14499,103,3839,171.47,汽开区,汽开区
14500,3839,396,186.51,汽开区,汽开区
14501,396,402,11.41,汽开区,汽开区
14502,2667,9716,27.66,汽开区,汽开区
14503,9716,7903,272.9,汽开区,汽开区
14504,7903,3310,279.4,汽开区,汽开区
14505,3857,205,177.88,汽开区,汽开区
14506,3481,7970,170.89,绿园区,绿园区
14507,7970,8110,236.58,绿园区,绿园区
14508,3481,8491,785.68,绿园区,绿园区
14509,9129,4126,234.5,绿园区,绿园区
14510,4126,7217,115.68,绿园区,绿园区
14511,7217,4491,207.85,绿园区,绿园区
14512,4491,8104,137.94,绿园区,绿园区
14513,9129,8105,31.85,绿园区,绿园区
14514,8105,9210,156.73,绿园区,绿园区
14515,9210,7206,661.66,绿园区,绿园区
14516,7206,8248,629.88,绿园区,绿园区
14517,1195,9129,26.81,绿园区,绿园区
14518,1195,8108,107.12,绿园区,绿园区
14519,8108,9205,11.68,绿园区,绿园区
14520,9205,9202,24.18,绿园区,绿园区
14521,9202,9206,649.32,绿园区,绿园区
14522,9206,3458,127.69,绿园区,绿园区
14523,3458,8092,177.04,绿园区,绿园区
14524,8092,9624,66.61,绿园区,绿园区
14525,9624,725,77.73,绿园区,绿园区
14526,725,9200,365.04,绿园区,汽开区
14527,9200,9201,5.58,汽开区,汽开区
14528,9201,3496,66.34,汽开区,汽开区
14529,6177,7677,229.42,宽城区,宽城区
14530,7185,7188,389.18,绿园区,绿园区
14531,7185,7201,119.83,绿园区,绿园区
14532,7201,2875,218.58,绿园区,绿园区
14533,8351,7712,283.71,宽城区,宽城区
14534,6212,8699,165.23,宽城区,宽城区
14535,8699,8698,280.45,宽城区,宽城区
14536,8698,4565,290.98,宽城区,宽城区
14537,4565,5014,14.72,宽城区,宽城区
14538,6212,3872,396.44,宽城区,宽城区
14539,3872,6608,285.71,宽城区,宽城区
14540,3716,8696,277.55,宽城区,宽城区
14541,3716,8341,140.97,宽城区,宽城区
14542,8341,6197,16.9,宽城区,宽城区
14543,6197,7701,126.47,宽城区,宽城区
14544,3156,8690,505.49,宽城区,宽城区
14545,3156,1337,423.37,宽城区,宽城区
14546,7701,8695,185.75,宽城区,宽城区
14547,8695,8697,317.94,宽城区,宽城区
14548,8697,3151,205.36,宽城区,宽城区
14549,3151,7730,147.86,宽城区,宽城区
14550,7730,3875,157.36,宽城区,宽城区
14551,3875,6184,303.54,宽城区,宽城区
14552,6184,6212,242.4,宽城区,宽城区
14553,7701,7734,277.42,宽城区,宽城区
14554,7734,6609,403.99,宽城区,宽城区
14555,6609,6602,41.79,宽城区,宽城区
14556,6602,8150,632.47,宽城区,宽城区
14557,8150,8340,200.0,宽城区,宽城区
14558,8340,6303,532.98,宽城区,宽城区
14559,6303,6179,397.44,宽城区,宽城区
14560,6179,4260,129.03,宽城区,宽城区
14561,9244,9248,86.34,宽城区,宽城区
14562,9243,7178,100.7,宽城区,宽城区
14563,7178,6176,107.41,宽城区,宽城区
14564,5381,8580,37.19,二道区,二道区
14565,9718,8219,1097.05,二道区,二道区
14566,8219,8568,17.12,二道区,二道区
14567,8568,8562,631.35,二道区,二道区
14568,8562,5359,365.37,二道区,二道区
14569,5359,5356,12.28,二道区,二道区
14570,5356,8703,208.43,二道区,二道区
14571,8577,9718,37.53,二道区,二道区
14572,8556,5347,624.49,二道区,二道区
14573,5347,5368,13.65,二道区,二道区
14574,5368,5523,345.09,二道区,二道区
14575,5523,8565,346.63,二道区,二道区
14576,9719,6284,199.0,二道区,二道区
14577,6280,9719,10.98,二道区,二道区
14578,9720,8357,3.67,二道区,二道区
14579,8357,6272,313.41,二道区,二道区
14580,6282,9720,10.97,二道区,二道区
14581,9721,5156,32.64,宽城区,宽城区
14582,5156,5183,12.55,宽城区,宽城区
14583,5183,9722,8.1,宽城区,宽城区
14584,5202,9721,29.14,宽城区,宽城区
14585,9723,9724,395.8,宽城区,宽城区
14586,9724,9725,171.63,宽城区,宽城区
14587,9725,9572,581.64,宽城区,宽城区
14588,9572,5201,72.9,宽城区,宽城区
14589,5201,9726,844.89,宽城区,宽城区
14590,9726,9727,7.39,宽城区,宽城区
14591,8547,9723,67.15,宽城区,宽城区
14592,9728,8272,130.13,宽城区,宽城区
14593,1837,9728,51.25,宽城区,宽城区
14594,9729,1849,1776.79,宽城区,宽城区
14595,8274,9729,50.71,宽城区,宽城区
14596,9730,1843,420.37,宽城区,宽城区
14597,1843,6126,626.23,宽城区,宽城区
14598,6126,6131,272.42,宽城区,宽城区
14599,9731,9730,40.55,宽城区,宽城区
14600,9732,9733,324.19,宽城区,宽城区
14601,8585,9732,38.48,宽城区,宽城区
14602,7915,7880,980.51,汽开区,汽开区
14603,7880,7869,628.05,汽开区,汽开区
14604,7915,7881,910.15,汽开区,汽开区
14605,7881,7860,551.21,汽开区,汽开区
14606,7857,9734,4.49,汽开区,汽开区
14607,9734,2801,24.03,汽开区,汽开区
14608,2801,9735,4.53,汽开区,汽开区
14609,7852,9736,4.49,汽开区,汽开区
14610,9736,9734,22.58,汽开区,汽开区
14611,9734,2781,350.44,汽开区,汽开区
14612,2798,2802,4.57,汽开区,汽开区
14613,2802,9736,23.23,汽开区,汽开区
14614,9736,9474,23.98,汽开区,汽开区
14615,9735,7837,389.71,汽开区,汽开区
14616,7837,2744,15.46,汽开区,汽开区
14617,2744,4437,544.8,汽开区,汽开区
14618,4437,6415,509.59,汽开区,汽开区
14619,6415,2862,30.12,汽开区,汽开区
14620,2862,7917,17.53,汽开区,汽开区
14621,7917,7867,32.29,汽开区,汽开区
14622,7867,2771,409.04,汽开区,汽开区
14623,7774,4403,15.36,汽开区,汽开区
14624,2845,7774,10.84,汽开区,汽开区
14625,9737,9738,81.99,汽开区,汽开区
14626,9738,9739,136.75,汽开区,汽开区
14627,9739,9740,87.52,汽开区,汽开区
14628,9740,7772,56.58,汽开区,汽开区
14629,7772,2655,63.79,汽开区,汽开区
14630,4382,9739,65.33,汽开区,汽开区
14631,2654,7772,30.4,汽开区,汽开区
14632,7772,4383,14.26,汽开区,汽开区
14633,4383,4373,35.08,汽开区,汽开区
14634,9740,7773,26.87,汽开区,汽开区
14635,8225,9737,1043.62,汽开区,汽开区
14636,2992,8278,394.54,南关区,南关区
14637,2971,2980,154.72,南关区,南关区
14638,2980,9513,139.08,南关区,南关区
14639,9513,2983,578.66,南关区,南关区
14640,2976,4817,140.09,南关区,南关区
14641,9741,2981,4.98,南关区,南关区
14642,2981,1537,116.98,南关区,南关区
14643,9741,9628,421.86,南关区,南关区
14644,4828,2955,7.04,南关区,南关区
14645,2955,9741,89.52,南关区,南关区
14646,4828,2973,371.11,南关区,南关区
14647,9629,9742,59.05,南关区,南关区
14648,9742,2971,143.04,南关区,南关区
14649,6012,6011,192.95,南关区,南关区
14650,6021,5999,250.03,南关区,南关区
14651,6005,6021,215.71,南关区,南关区
14652,5745,5660,133.54,长春新区(高新),长春新区(高新)
14653,4517,7355,246.12,净月区,净月区
14654,7355,4518,73.8,净月区,净月区
14655,4518,4517,175.06,净月区,净月区
14656,9542,7482,146.24,南关区,南关区
14657,7301,7137,564.36,净月区,经开区
14658,7137,8505,232.54,经开区,净月区
14659,8505,431,62.99,净月区,净月区
14660,9536,7043,184.34,净月区,净月区
14661,9535,7045,287.55,净月区,净月区
14662,8524,2484,175.42,二道区,二道区
14663,7349,8527,175.96,二道区,二道区
14664,7300,7636,329.7,二道区,二道区
14665,7636,2469,180.46,二道区,二道区
14666,2469,2559,519.25,二道区,二道区
14667,2559,7286,176.32,二道区,二道区
14668,7286,9123,9.23,二道区,二道区
14669,1923,9743,52.04,净月区,净月区
14670,9743,9744,27.67,净月区,净月区
14671,9744,9745,232.19,净月区,净月区
14672,9745,9746,38.74,净月区,净月区
14673,9746,1991,45.92,净月区,净月区
14674,216,7016,19.33,朝阳区,朝阳区
14675,7016,7169,818.03,朝阳区,朝阳区
14676,7169,6977,125.33,朝阳区,朝阳区
14677,6977,4171,586.93,朝阳区,朝阳区
14678,4171,9674,214.05,朝阳区,朝阳区
14679,9674,9747,341.61,朝阳区,朝阳区
14680,9747,389,106.33,朝阳区,朝阳区
14681,389,8259,93.19,朝阳区,朝阳区
14682,9748,9749,170.93,净月区,净月区
14683,9749,9750,203.74,净月区,净月区
14684,9567,9748,203.13,净月区,净月区
14685,9566,9749,202.88,净月区,净月区
14686,9749,9751,398.01,净月区,净月区
14687,9751,9560,226.92,净月区,净月区
14688,9752,9751,199.56,净月区,净月区
14689,9549,7050,313.65,净月区,净月区
14690,7051,8495,183.11,净月区,净月区
14691,8494,1965,293.37,净月区,净月区
14692,5608,1342,103.87,汽开区,汽开区
14693,9753,9185,94.73,二道区,二道区
14694,9618,9753,120.16,二道区,二道区
14695,9619,5569,180.58,二道区,二道区
14696,7538,9184,135.12,二道区,二道区
14697,9617,9619,63.1,二道区,二道区
14698,9188,9183,286.4,二道区,二道区
14699,9754,9755,52.85,宽城区,宽城区
14700,9755,9756,82.83,宽城区,宽城区
14701,9756,9240,44.94,宽城区,宽城区
14702,9240,9757,46.87,宽城区,宽城区
14703,9757,7498,67.67,宽城区,宽城区
14704,7504,9758,73.45,宽城区,宽城区
14705,7526,9246,50.46,宽城区,宽城区
14706,9758,7526,43.82,宽城区,宽城区
14707,9247,9242,67.81,宽城区,宽城区
14708,9250,5581,174.88,宽城区,宽城区
14709,5581,9189,82.33,宽城区,宽城区
14710,7534,9255,259.66,宽城区,宽城区
14711,9255,9253,26.79,宽城区,宽城区
14712,9253,9257,175.62,宽城区,宽城区
14713,9257,9759,207.83,宽城区,宽城区
14714,9759,9756,199.09,宽城区,宽城区
14715,9760,6578,185.67,宽城区,宽城区
14716,9759,9760,73.73,宽城区,宽城区
14717,9258,9754,112.3,宽城区,宽城区
14718,6599,9755,347.24,宽城区,宽城区
14719,8522,9177,109.43,二道区,二道区
14720,9175,9186,227.34,二道区,二道区
14721,9186,9761,1556.42,二道区,二道区
14722,9761,9762,320.59,二道区,二道区
14723,9762,9763,1031.5,二道区,二道区
14724,9763,8528,399.2,二道区,二道区
14725,8528,9764,56.45,二道区,二道区
14726,9765,8526,499.16,二道区,二道区
14727,8526,9766,984.75,二道区,二道区
14728,9766,9767,316.05,二道区,二道区
14729,9767,9181,1790.43,二道区,二道区
14730,9173,9765,252.31,二道区,二道区
14731,9764,9176,247.09,二道区,二道区
14732,9763,9768,427.96,二道区,二道区
14733,9768,6936,95.55,二道区,二道区
14734,7550,9769,112.89,二道区,二道区
14735,9769,8525,154.6,二道区,二道区
14736,2511,2314,15.47,南关区,南关区
14737,2314,2507,443.2,南关区,南关区
14738,2507,7291,458.35,南关区,二道区
14739,7291,2029,17.74,二道区,二道区
14740,2029,2581,134.06,二道区,二道区
14741,2581,2456,103.45,二道区,二道区
14742,2456,2383,208.61,二道区,二道区
14743,2383,2389,231.94,二道区,二道区
14744,2389,2572,113.59,二道区,二道区
14745,2572,7543,159.47,二道区,二道区
14746,7543,7149,36.44,二道区,二道区
14747,7549,6937,36.26,二道区,二道区
14748,6937,2388,273.81,二道区,二道区
14749,2388,2384,232.17,二道区,二道区
14750,2384,7243,229.12,二道区,二道区
14751,7243,2030,217.59,二道区,二道区
14752,2030,7290,17.66,二道区,二道区
14753,7290,2506,456.85,二道区,南关区
14754,2506,7248,250.14,南关区,南关区
14755,7248,9770,86.19,南关区,南关区
14756,9770,2584,106.33,南关区,南关区
14757,2584,2503,16.74,南关区,南关区
14758,8521,8525,259.1,二道区,二道区
14759,9172,9771,260.89,二道区,二道区
14760,8529,8523,147.06,二道区,二道区
14761,7149,7642,403.91,二道区,二道区
14762,7642,9772,195.88,二道区,二道区
14763,7149,7549,19.35,二道区,二道区
14764,9773,7641,198.22,二道区,二道区
14765,7641,7549,403.13,二道区,二道区
14766,9772,2484,363.65,二道区,二道区
14767,7349,9773,361.04,二道区,二道区
14768,7642,7631,208.14,二道区,二道区
14769,7631,7640,190.85,二道区,二道区
14770,7640,7298,234.38,二道区,二道区
14771,7298,9709,412.26,二道区,二道区
14772,9709,9774,142.73,二道区,二道区
14773,9774,2375,412.93,二道区,经开区
14774,2375,9775,309.95,经开区,经开区
14775,9775,23,358.5,经开区,经开区
14776,23,7259,21.03,经开区,经开区
14777,7259,9776,318.97,经开区,经开区
14778,9776,9777,416.08,经开区,经开区
14779,9777,7350,195.02,经开区,经开区
14780,7352,9778,22.24,经开区,经开区
14781,9778,9779,257.19,经开区,经开区
14782,9779,7260,688.62,经开区,经开区
14783,7260,22,18.55,经开区,经开区
14784,22,8534,93.85,经开区,经开区
14785,8534,8535,178.52,经开区,二道区
14786,8535,9708,949.69,二道区,二道区
14787,9708,7299,415.08,二道区,二道区
14788,7299,7639,233.96,二道区,二道区
14789,7639,7630,191.12,二道区,二道区
14790,7630,7641,208.23,二道区,二道区
14791,7350,4921,58.28,经开区,经开区
14792,4921,4901,47.15,经开区,经开区
14793,4901,7347,65.37,经开区,经开区
14794,7347,10,138.81,经开区,经开区
14795,15,7358,117.67,经开区,经开区
14796,7358,4902,110.69,经开区,经开区
14797,4902,4920,48.24,经开区,经开区
14798,4920,7352,23.75,经开区,经开区
14799,9780,9781,354.83,经开区,经开区
14800,9781,7348,10.77,经开区,经开区
14801,2488,9782,74.01,经开区,经开区
14802,9782,9783,294.09,经开区,经开区
14803,9784,2485,374.82,经开区,经开区
14804,9774,9784,185.41,二道区,经开区
14805,9782,9777,125.11,经开区,经开区
14806,9779,9781,137.08,经开区,经开区
14807,7350,9778,48.58,经开区,经开区
14808,7337,9785,99.19,经开区,经开区
14809,9785,8708,58.53,经开区,经开区
14810,8709,3085,48.38,经开区,经开区
14811,3080,9595,56.57,经开区,经开区
14812,3069,9786,182.1,经开区,经开区
14813,9787,43,188.96,经开区,经开区
14814,9788,9780,728.99,经开区,经开区
14815,9783,9789,739.25,经开区,经开区
14816,9789,9787,239.32,经开区,经开区
14817,9787,7337,95.81,经开区,经开区
14818,21,9786,76.21,经开区,经开区
14819,9786,9788,248.37,经开区,经开区
14820,9790,21,105.73,经开区,经开区
14821,9597,9790,57.83,经开区,经开区
14822,2486,9791,775.89,经开区,经开区
14823,9791,9792,178.07,经开区,经开区
14824,9793,9794,169.34,经开区,经开区
14825,9794,2487,792.9,经开区,经开区
14826,9775,2361,715.56,经开区,经开区
14827,2361,25,232.9,经开区,经开区
14828,7256,7590,427.79,经开区,经开区
14829,7590,9776,468.06,经开区,经开区
14830,9792,9795,535.27,经开区,经开区
14831,9796,9793,536.26,经开区,经开区
14832,9794,9797,272.07,经开区,经开区
14833,9797,7258,179.37,经开区,经开区
14834,9798,9791,261.76,经开区,经开区
14835,24,9798,186.01,经开区,经开区
14836,9795,9799,312.55,经开区,经开区
14837,9800,9796,309.41,经开区,经开区
14838,9799,30,305.56,经开区,经开区
14839,7254,9800,253.62,经开区,经开区
14840,441,7262,13.08,经开区,经开区
14841,7262,1769,327.59,经开区,经开区
14842,1769,1795,358.53,经开区,经开区
14843,1795,2324,285.39,经开区,经开区
14844,2324,2330,192.31,经开区,经开区
14845,2330,7253,266.21,经开区,经开区
14846,7253,7264,980.33,经开区,经开区
14847,32,2331,266.31,经开区,经开区
14848,2331,2325,192.29,经开区,经开区
14849,2325,1794,285.36,经开区,经开区
14850,1794,1768,358.68,经开区,经开区
14851,1768,7027,327.61,经开区,经开区
14852,32,7253,18.1,经开区,经开区
14853,3608,3603,556.99,二道区,二道区
14854,9801,9802,189.12,二道区,二道区
14855,9802,7542,18.91,二道区,二道区
14856,7542,3603,116.02,二道区,二道区
14857,3609,9801,553.32,二道区,二道区
14858,4012,9801,267.56,二道区,二道区
14859,3601,9803,273.08,二道区,二道区
14860,9804,9761,237.83,二道区,二道区
14861,6224,9804,184.42,二道区,二道区
14862,9767,9805,391.63,二道区,二道区
14863,9805,9802,136.71,二道区,二道区
14864,9806,9766,230.48,二道区,二道区
14865,7553,9806,75.19,二道区,二道区
